eventid,Number Of Hostages Killed,Number Of Hostages Killed (US),Hours of Kidnapping,Days of Kidnapping,Country That Kidnappers Diverted To,Country of Kidnapping Resolution,Ransom Demanded?,Ransom Amount,Ransom Amount (US),Ransom Paid,Ransom Paid (US),Kidnapping Outcome,Number Released/Escaped/Rescued
201411300016,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Combination,1.0
201411300034,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201411300041,3.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
201412010011,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412010051,3.0,0.0,2.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
201412010063,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412020003,2.0,0.0,,19.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201412020006,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412020007,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412020008,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412020016,36.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412020058,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412030019,21.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412030030,12.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,9.0
201412030033,15.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412030041,16.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412040025,1.0,0.0,,10.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412040043,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412040056,4.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,4.0
201412050008,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412050068,1.0,0.0,,8.0,Bangladesh,Bangladesh,1.0,16066.72,0.0,-99.0,0.0,Hostage(s) released by perpetrators,1.0
201412060002,12.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412060033,4.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412060046,1.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412060047,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412060058,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412070012,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412070017,2.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412070026,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412070058,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201412080011,3.0,0.0,,26.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
201412080016,6.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,6.0
201412080021,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412080057,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412090055,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412100008,4.0,0.0,,5.0,Unknown,Unknown,0.0,,,,,Combination,2.0
201412100053,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412100069,21.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412100071,1.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412100085,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,2.0
201412110031,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412110061,5.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412120014,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412120015,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412130012,17.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412140019,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412140022,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,1.0
201412140030,15.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412140038,185.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412140041,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412150027,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,3.0
201412150032,18.0,0.0,16.0,,Unknown,Unknown,0.0,,,,,Combination,16.0
201412150068,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412160001,1.0,0.0,,75.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201412160002,500.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Combination,-99.0
201412160005,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412160019,4.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412160020,1.0,0.0,,5.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201412160041,150.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412160067,2.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201412170008,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412170009,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,-99.0
201412170010,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Combination,-99.0
201412170019,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,2.0
201412170021,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412170036,6.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,1.0
201412170037,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412170043,1.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201412170051,1.0,0.0,,-99.0,Unknown,Unknown,-9.0,,,,,Unknown,-99.0
201412180003,1.0,0.0,,5.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412180037,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412190003,1.0,0.0,,7.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201412190037,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201412190039,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412190045,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412190046,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412200004,4.0,0.0,,176.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,4.0
201412200021,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201412200049,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412200054,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,-99.0
201412200071,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Successful Rescue,-99.0
201412200076,11.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412200077,10.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412200078,10.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412200079,10.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412200080,10.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412200085,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412220075,1.0,0.0,,25.0,Unknown,Unknown,0.0,,,,,Successful Rescue,1.0
201412220086,30.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,30.0
201412230011,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412230012,1.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412230018,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412230062,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412230090,1.0,0.0,,10.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412240004,1.0,0.0,,10.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412240030,2.0,0.0,,26.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201412240031,3.0,0.0,,1.0,Unknown,Unknown,1.0,4821.6,0.0,0.0,0.0,Hostage(s) released by perpetrators,3.0
201412250046,10.0,0.0,,-99.0,Unknown,Unknown,1.0,14709.62,0.0,-99.0,0.0,Unknown,-99.0
201412270013,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412270021,1.0,0.0,,18.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201412270056,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201412280005,4.0,0.0,,5.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,4.0
201412280021,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412280025,7.0,0.0,,49.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412280040,9.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,7.0
201412290034,11.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,11.0
201412290052,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412290062,6.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412290080,1.0,0.0,,12.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412300012,1.0,0.0,,193.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412300049,3.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412310056,18.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412310071,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412310080,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,-99.0
201412310089,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201412310091,40.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201412310106,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501010018,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,-99.0
201501010080,2.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201501010095,1.0,0.0,,51.0,Unknown,Unknown,1.0,-99.0,0.0,0.0,0.0,Successful Rescue,1.0
201501010096,1.0,0.0,,4.0,Unknown,Unknown,0.0,,,,,Successful Rescue,1.0
201501020057,15.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501020083,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501020094,1.0,0.0,,22.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501030045,13.0,0.0,,43.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501030046,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501030052,4.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501030054,85.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,81.0
201501030055,85.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,81.0
201501040015,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,3.0
201501040016,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,3.0
201501040024,80.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501040042,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501040043,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501040091,1.0,0.0,,6.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501050005,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501050006,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501050007,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501050008,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501050009,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501050010,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501050012,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501050042,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501050045,30.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501050066,3.0,0.0,,5.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501060008,3.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501060011,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501060028,4.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501060029,1.0,0.0,,45.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201501060068,1.0,0.0,,154.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501070001,11.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Combination,1.0
201501070008,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501070022,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501070045,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501070056,300.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,-99.0
201501070057,243.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,192.0
201501080044,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501080069,9.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501080078,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501090001,1.0,0.0,8.0,,Unknown,Unknown,0.0,,,,,Successful Rescue,1.0
201501090002,19.0,0.0,5.0,,Unknown,Unknown,0.0,,,,,Combination,15.0
201501090014,8.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,8.0
201501090085,130.0,0.0,,6.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,130.0
201501090096,1.0,0.0,,419.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501100010,1.0,0.0,,5.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501100030,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501100075,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501100080,12.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Combination,10.0
201501110003,1.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501110016,2.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501120063,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501130002,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501140021,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501140053,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501140054,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501140060,3.0,0.0,,5.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
201501140084,1.0,0.0,,22.0,Unknown,Unknown,-9.0,,,,,Hostage(s) released by perpetrators,1.0
201501150006,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501150039,3.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Successful Rescue,3.0
201501160037,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,-99.0
201501160065,10.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501160066,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501170007,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501170008,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501170009,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501170010,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501170011,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501170022,3.0,0.0,,13.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
201501170040,5.0,0.0,,11.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,5.0
201501180043,40.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,12.0
201501180044,40.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,12.0
201501190011,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501190028,2.0,0.0,,4.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201501190036,1.0,0.0,,69.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501190064,1.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501200022,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501200037,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501200054,16.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501200055,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,-99.0
201501200057,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501200058,2.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
201501200098,8.0,0.0,,282.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,8.0
201501210010,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501220026,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501220056,14.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Combination,13.0
201501230035,100.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,100.0
201501230036,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501230070,3.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501230073,5.0,0.0,,2.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501240009,3.0,0.0,,10.0,Unknown,Unknown,-9.0,,,,,Combination,3.0
201501240012,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240013,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240014,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240015,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240016,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240017,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240069,5.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240080,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501240111,1.0,0.0,,298.0,Unknown,Unknown,1.0,-99.0,0.0,0.0,0.0,Hostage(s) killed (not during rescue attempt),0.0
201501250010,1.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501250025,3.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,3.0
201501250030,1.0,0.0,,17.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501250031,8.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,8.0
201501250042,51.0,0.0,3.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,51.0
201501250055,10.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501250056,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501250057,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501250058,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501250061,1.0,0.0,,3.0,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501260028,14.0,0.0,,4.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,14.0
201501260033,1.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) escaped (not during rescue attempt),1.0
201501260040,1.0,0.0,1.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501260050,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,-99.0
201501260052,7.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501260053,7.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501260054,7.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501260055,6.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501260088,12.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501270004,7.0,0.0,,1.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,7.0
201501270005,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Combination,-99.0
201501270010,42.0,0.0,,-99.0,Unknown,Unknown,1.0,14200.0,0.0,-99.0,0.0,Unknown,-99.0
201501270045,30.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501280001,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,-99.0
201501280015,-99.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501280023,-99.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,-99.0
201501280024,6.0,0.0,,4.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,6.0
201501290022,2.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501290025,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501290072,3.0,0.0,,-99.0,Unknown,Unknown,1.0,-99.0,0.0,-99.0,0.0,Combination,2.0
201501300028,1.0,0.0,,6.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501300044,1.0,0.0,4.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501300070,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
201501300103,6.0,0.0,10.0,,Unknown,Unknown,0.0,,,,,Combination,4.0
201501300105,4.0,0.0,,28.0,Unknown,Unknown,0.0,,,,,Combination,3.0
201501310005,4.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Combination,1.0
201501310013,2.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501310026,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501310027,7.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501310028,15.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Successful Rescue,15.0
201501310032,1.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501310039,63.0,0.0,,-99.0,Unknown,Unknown,0.0,,,,,Unknown,-99.0
201501310040,1.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),0.0
201501310094,20.0,0.0,-99.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,20.0
