eventid,Number Of Hostages Killed,Number Of Hostages Killed (US),Hours of Kidnapping,Days of Kidnapping,Country That Kidnappers Diverted To,Country of Kidnapping Resolution,Ransom Demanded?,Ransom Amount,Ransom Amount (US),Ransom Paid,Ransom Paid (US),Kidnapping Outcome,Number Released/Escaped/Rescued
198604050008,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198604090005,1.0,0.0,,,Unknown,Chile,0.0,,,,,Unknown,
198604090006,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198604120016,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198604160010,2.0,0.0,,,Unknown,Nicaragua,0.0,,,,,Unknown,
198604170012,1.0,0.0,,1935.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
198604180004,6.0,0.0,,,Unknown,Peru,1.0,0.0,,0.0,,Unknown,
198604180005,1.0,0.0,,,Unknown,Sri Lanka,0.0,,,,,Unknown,
198605010003,2.0,0.0,,,Unknown,Colombia,1.0,1000000.0,,0.0,,Unknown,
198605010004,1.0,0.0,0.0,3.0,Unknown,Lebanon,0.0,,,,,Hostage(s) released by perpetrators,1.0
198605070007,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198605170001,5000.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198605170005,12.0,0.0,,,Unknown,Nicaragua,0.0,,,,,Unknown,4.0
198605180006,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198605200013,1.0,0.0,,,Unknown,Ecuador,0.0,,,,,Successful Rescue,1.0
198605200014,-99.0,0.0,,,Unknown,Northern Ireland,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198605210003,2.0,0.0,0.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
198605290003,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
198606100008,-99.0,0.0,1.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
198606230009,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198606230010,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198606230011,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198606230012,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198606260010,1.0,0.0,,,Unknown,Swaziland,0.0,,,,,Unknown,
198607010007,-99.0,0.0,0.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
198607010008,-99.0,0.0,0.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
198607050002,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198607120002,1.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198607120003,10.0,0.0,,,Unknown,Philippines,1.0,100000.0,,,,Unknown,
198607150005,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198607160005,1.0,0.0,2.0,0.0,Unknown,Lebanon,0.0,,,,,Successful Rescue,1.0
198607190009,2.0,0.0,0.0,90.0,Unknown,Philippines,1.0,100000.0,,,,Hostage(s) released by perpetrators,2.0
198607200001,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198607220009,16.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198607230002,4.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198607230004,12.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198607310013,8.0,0.0,,,Unknown,Sri Lanka,0.0,,,,,Unknown,
198608030005,3.0,0.0,,,Unknown,Sri Lanka,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),3.0
198608060010,1.0,0.0,0.0,2.0,Unknown,Peru,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198608060011,1.0,0.0,,,Unknown,Sri Lanka,0.0,,,,,Unknown,
198608070003,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198608180008,1.0,0.0,,,Unknown,Chile,0.0,,,,,Unknown,
198608190014,10.0,0.0,0.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
198608270008,1.0,0.0,,,Unknown,Cyprus,0.0,,,,,Unknown,
198609030004,2.0,0.0,,,Unknown,Colombia,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198609040005,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198609050009,400.0,0.0,16.0,0.0,Cyprus,Cyprus,0.0,,,,,Unknown,
198609060002,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198609070004,4.0,0.0,,,Unknown,Chile,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198609100005,1.0,0.0,0.0,337.0,Unknown,Lebanon,0.0,,,,,Hostage(s) released by perpetrators,1.0
198609160012,1.0,0.0,,,Unknown,Chile,0.0,,,,,Unknown,
198609200003,2.0,0.0,,,Unknown,Colombia,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),2.0
198609210001,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198609240011,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198609260007,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Hostage(s) escaped (not during rescue attempt),1.0
198609270003,5.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198609280007,1.0,0.0,0.0,3.0,Unknown,Lebanon,0.0,,,,,Hostage(s) released by perpetrators,1.0
198609280008,2.0,0.0,,,Unknown,Peru,1.0,0.0,,0.0,,Hostage(s) killed (not during rescue attempt),
198610020001,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198610070006,1.0,0.0,,,Unknown,Peru,0.0,,,,,Unknown,
198610090001,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,4.0
198610140002,3.0,0.0,0.0,2.0,Unknown,Colombia,1.0,0.0,,0.0,,Hostage(s) killed (not during rescue attempt),3.0
198610150001,20.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,13.0
198610150004,1.0,0.0,,,Unknown,Spain,1.0,,,,,Unknown,
198610200007,-99.0,0.0,,,Unknown,Suriname,0.0,,,,,Unknown,
198610210008,1.0,1.0,,1759.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,1.0
198610220003,-99.0,0.0,1.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
198610230007,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198610230008,1.0,0.0,0.0,30.0,Unknown,Colombia,1.0,390000.0,,0.0,,Successful Rescue,1.0
198610230009,2.0,0.0,,,Unknown,Colombia,1.0,1000000.0,,,,Unknown,
198610240011,2.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198610270003,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198610290007,4.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198611030002,400.0,0.0,0.0,8.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,
198611040008,57.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198611210005,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198611230002,4.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198611290003,21.0,0.0,,,Unknown,Mozambique,0.0,,,,,Unknown,
198612120003,2.0,0.0,1.0,0.0,Unknown,Unknown,0.0,,,,,Hostage(s) released by perpetrators,2.0
198612130001,9.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198612130002,1.0,0.0,0.0,2.0,Unknown,Nicaragua,1.0,0.0,,0.0,,Hostage(s) killed (not during rescue attempt),
198612140006,1.0,1.0,1.0,0.0,Unknown,Unknown,0.0,,,,,Successful Rescue,
198612150006,2.0,0.0,0.0,2.0,Unknown,Colombia,0.0,,,,,Hostage(s) killed (not during rescue attempt),2.0
198612190009,1.0,0.0,0.0,1.0,Unknown,Spain,1.0,0.0,,0.0,,Unknown,
198612240005,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198612250008,100.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198612260007,-99.0,0.0,,,Unknown,Saudi Arabia,0.0,,,,,Unknown,
198612270010,32.0,0.0,0.0,41.0,Unknown,Ethiopia,0.0,,,,,Hostage(s) released by perpetrators,10.0
198701010004,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198701090008,1.0,0.0,,,Unknown,Venezuela,0.0,,,,,Successful Rescue,1.0
198701130004,-99.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701180002,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198701190015,1.0,0.0,,,Unknown,Lebanon,1.0,,,,,Unknown,
198701200009,1.0,0.0,,,Unknown,Ecuador,0.0,,,,,Unknown,
198701210004,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701230005,10.0,0.0,0.0,16.0,Unknown,Somalia,0.0,,,,,Hostage(s) released by perpetrators,
198701240001,1.0,0.0,0.0,610.0,Unknown,Lebanon,0.0,,,,,Hostage(s) released by perpetrators,1.0
198701240006,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198701240009,4.0,4.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701260005,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701260006,2.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701260007,2.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701260008,2.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701260009,2.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198701270003,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198701270004,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198701270006,1.0,0.0,,,Unknown,Chile,0.0,,,,,Hostage(s) released by perpetrators,1.0
198702070005,1.0,1.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198702090023,-99.0,0.0,,,Unknown,Mozambique,0.0,,,,,Hostage(s) released by perpetrators,2.0
198702090024,-99.0,0.0,,,Unknown,Mozambique,0.0,,,,,Hostage(s) released by perpetrators,2.0
198702090025,-99.0,0.0,,,Unknown,Mozambique,0.0,,,,,Hostage(s) released by perpetrators,2.0
198702120007,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198702120011,-99.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198702120012,-99.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198702160005,2.0,0.0,,,Unknown,Venezuela,0.0,,,,,Unknown,
198702160006,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198702190005,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198702190006,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198702250005,1.0,0.0,,,Unknown,Colombia,1.0,0.0,,0.0,,Hostage(s) killed (not during rescue attempt),
198702270004,-99.0,0.0,,,Unknown,Turkey,0.0,,,,,Unknown,
198703060019,1.0,0.0,,,Unknown,Venezuela,0.0,,,,,Unknown,
198703100004,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198703150008,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198703160012,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198703160013,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198703160015,1.0,0.0,,,Unknown,El Salvador,0.0,,,,,Unknown,
198703160016,-99.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198703200004,-99.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198703220013,1.0,0.0,,,Unknown,El Salvador,0.0,,,,,Unknown,
198704020011,6.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198704090010,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704130013,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198704140004,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704140005,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704140006,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704140007,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704140008,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704140009,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704140010,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704140011,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704160009,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704160010,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704170007,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704170008,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198704210022,37.0,0.0,,,Unknown,El Salvador,0.0,,,,,Unknown,
198704250007,5.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198704280007,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198705010016,1.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198705020002,1.0,0.0,0.0,2.0,Unknown,Suriname,0.0,,,,,Unknown,
198705050017,7.0,0.0,0.0,,Unknown,Philippines,0.0,,,,,Hostage(s) released by perpetrators,7.0
198705100004,-99.0,0.0,4.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
198705100005,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198705110007,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198705130011,-99.0,0.0,,,Unknown,Mozambique,0.0,,,,,Unknown,
198705140012,1.0,0.0,,,Unknown,Venezuela,0.0,,,,,Unknown,
198705200013,4.0,0.0,1.0,0.0,Unknown,Unknown,0.0,,,,,Unknown,
198705210012,1.0,0.0,,,Unknown,Spain,1.0,2400000.0,,,,Unknown,
198705220009,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198706010003,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198706060009,2.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198706080010,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198706080011,2.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198706090008,1.0,0.0,0.0,2.0,Unknown,Ecuador,1.0,0.0,,0.0,,Hostage(s) released by perpetrators,1.0
198706160007,10.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198706170002,2.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198706190006,8.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198706190008,7.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198706230012,20.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198706230017,1.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198707030010,1.0,0.0,,,Unknown,Sri Lanka,0.0,,,,,Unknown,
198707040010,1.0,0.0,0.0,11.0,Unknown,Peru,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
198707070003,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198707080019,1.0,0.0,0.0,3.0,Unknown,Peru,0.0,,,,,Hostage(s) released by perpetrators,1.0
198707080020,1.0,0.0,,,Unknown,Philippines,1.0,20000.0,,,,Unknown,
198707140011,2.0,0.0,,,Unknown,Sri Lanka,0.0,,,,,Unknown,
198707160017,2.0,0.0,,,Unknown,Lebanon,0.0,,,,,Unknown,
198708020020,15.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198708060005,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198708120009,1.0,0.0,999.0,0.0,Unknown,Spain,0.0,,,,,Hostage(s) released by perpetrators,1.0
198708190011,1.0,0.0,3.0,0.0,Unknown,Argentina,0.0,,,,,Hostage(s) released by perpetrators,1.0
198708200016,1.0,0.0,0.0,1.0,Unknown,Peru,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
198708230015,1.0,0.0,0.0,1.0,Unknown,Peru,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198708300008,1.0,0.0,0.0,7.0,Unknown,Lebanon,0.0,,,,,Hostage(s) released by perpetrators,7.0
198708310011,1.0,0.0,,,Unknown,Chile,1.0,2000000.0,,,,Unknown,
198709050002,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198709070012,3.0,0.0,,,Unknown,Angola,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
198709120002,2.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198709150017,1.0,0.0,,,Unknown,Iraq,0.0,,,,,Unknown,
198709170002,20.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198709180015,1.0,0.0,0.0,4.0,Unknown,Spain,1.0,8400000.0,,2000000.0,,Hostage(s) released by perpetrators,1.0
198709190007,3.0,0.0,,,Unknown,Turkey,0.0,,,,,Unknown,
198709240007,-99.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198709240014,1.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198709280001,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198709280004,1.0,0.0,,,Unknown,Peru,0.0,,,,,Unknown,
198710010005,2.0,0.0,0.0,1.0,Unknown,Colombia,1.0,0.0,,0.0,,Hostage(s) killed (not during rescue attempt),2.0
198710020011,2.0,0.0,,,Unknown,Iraq,0.0,,,,,Unknown,
198710040001,2.0,2.0,0.0,315.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,2.0
198710060008,1.0,0.0,,,Unknown,Bolivia,0.0,,,,,Unknown,
198710090005,6.0,6.0,,,Unknown,Nicaragua,0.0,,,,,Unknown,
198710110003,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198710140016,1.0,0.0,,,Unknown,Ireland,1.0,320000.0,,,,Unknown,
198710190003,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198710230009,1.0,0.0,0.0,14.0,Unknown,Lebanon,0.0,,,,,Unknown,
198710260004,9.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198711040018,100.0,0.0,,,Unknown,Unknown,1.0,24000.0,,24000.0,,Unknown,
198711080001,8.0,0.0,,,Unknown,West Bank and Gaza Strip,0.0,,,,,Unknown,-99.0
198711120008,5.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198711120009,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198711130002,7.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198711130006,1.0,0.0,0.0,3.0,Unknown,Venezuela,0.0,,,,,Successful Rescue,1.0
198711160013,5.0,0.0,0.0,172.0,Unknown,Ethiopia,0.0,,,,,Hostage(s) released by perpetrators,5.0
198711290009,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198712070006,3.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198712080005,1.0,0.0,,,Unknown,Ireland,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198712140010,1.0,0.0,,,Unknown,Venezuela,0.0,,,,,Unknown,
198712140011,1.0,0.0,,,Unknown,Venezuela,0.0,,,,,Unknown,
198712160001,3.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198712250006,1.0,0.0,0.0,9.0,Unknown,Philippines,0.0,,,,,Hostage(s) released by perpetrators,1.0
198712270003,2.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198712310007,1.0,0.0,0.0,2.0,Unknown,Philippines,0.0,,,,,Hostage(s) killed (not during rescue attempt),1.0
198801010008,1.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198801020004,1.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198801030002,1.0,0.0,0.0,2.0,Unknown,Philippines,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198801050001,1.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198801060002,1.0,0.0,0.0,1.0,Unknown,Philippines,0.0,,,,,Hostage(s) released by perpetrators,1.0
198801070001,4.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,2.0
198801080002,2.0,0.0,0.0,2.0,Unknown,Philippines,0.0,,,,,Hostage(s) released by perpetrators,2.0
198801100002,3.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198801180005,1.0,0.0,0.0,8.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198801230003,6.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198801270003,1.0,0.0,0.0,1.0,Unknown,Philippines,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198802050005,2.0,0.0,0.0,2.0,Unknown,Sri Lanka,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198802110012,2.0,0.0,4.0,0.0,Unknown,Lebanon,0.0,,,,,Hostage(s) released by perpetrators,2.0
198802110014,10.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198802120005,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120006,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120007,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120008,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120009,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120010,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120011,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120012,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120013,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120014,1.0,0.0,0.0,12.0,Unknown,Colombia,0.0,,,,,Hostage(s) released by perpetrators,1.0
198802120023,2.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198802150009,1.0,0.0,0.0,9.0,Unknown,Colombia,0.0,,,,,Unknown,
198802150010,1.0,0.0,0.0,9.0,Unknown,Colombia,0.0,,,,,Unknown,
198802170011,1.0,0.0,0.0,7.0,Unknown,Colombia,0.0,,,,,Unknown,
198802170012,1.0,1.0,0.0,529.0,Unknown,Lebanon,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198802170014,43.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198802180001,6.0,0.0,0.0,4.0,Unknown,Ethiopia,0.0,,,,,Unknown,
198802220007,1.0,0.0,0.0,,Unknown,El Salvador,0.0,,,,,Unknown,
198802220008,1.0,0.0,0.0,,Unknown,El Salvador,0.0,,,,,Unknown,
198802220009,10.0,0.0,0.0,1.0,Unknown,New Caledonia,0.0,,,,,Hostage(s) released by perpetrators,10.0
198802230014,1.0,0.0,0.0,249.0,Unknown,Spain,1.0,17000000.0,,,,Hostage(s) released by perpetrators,1.0
198802290004,35.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198803020003,1.0,1.0,0.0,8.0,Unknown,Nicaragua,0.0,,,,,Hostage(s) released by perpetrators,1.0
198803030004,2.0,0.0,0.0,6.0,Unknown,Lebanon,0.0,,,,,Hostage(s) released by perpetrators,2.0
198803040012,8.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198803060004,1.0,0.0,6.0,0.0,Unknown,Chile,0.0,,,,,Hostage(s) released by perpetrators,1.0
198803060005,8.0,0.0,,,Unknown,Israel,0.0,,,,,Unknown,
198803060008,6.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198803100006,-99.0,0.0,,,Unknown,Chile,0.0,,,,,Unknown,
198803120004,156.0,0.0,,,Unknown,Pakistan,0.0,,,,,Unknown,
198803160004,2.0,0.0,0.0,,Unknown,Lebanon,0.0,,,,,Unknown,
198803190004,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198803190005,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198803190008,-99.0,0.0,,,Unknown,Northern Ireland,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198803210008,6.0,0.0,0.0,,Unknown,Nicaragua,0.0,,,,,Unknown,
198803260004,24.0,0.0,0.0,,Unknown,Unknown,0.0,,,,,Unknown,
198803270005,2.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198804030003,1.0,0.0,0.0,37.0,Unknown,Colombia,0.0,,,,,Unknown,
198804030004,2.0,0.0,,,Unknown,Sri Lanka,0.0,,,,,Unknown,
198804040006,3.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198804050007,112.0,-99.0,,15.0,Algeria,Algeria,0.0,,,,,Combination,110.0
198804060005,2.0,0.0,0.0,5.0,Unknown,Lebanon,0.0,,,,,Successful Rescue,2.0
198804100004,1.0,0.0,0.0,3.0,Unknown,Colombia,0.0,,,,,Unknown,
198804100005,5.0,0.0,,,Unknown,Turkey,0.0,,,,,Unknown,
198804200004,3.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198804210003,1.0,0.0,0.0,1.0,Unknown,Peru,0.0,,,,,Hostage(s) killed (not during rescue attempt),
198804220010,2.0,0.0,0.0,1.0,Unknown,India,0.0,,,,,Hostage(s) killed (not during rescue attempt),2.0
198804220017,20.0,0.0,,,Unknown,Unknown,0.0,,,,,Unknown,
198804230001,2.0,0.0,,,Unknown,Philippines,0.0,,,,,Unknown,
198804240005,1.0,0.0,0.0,7.0,Unknown,Lebanon,1.0,0.0,,,,Hostage(s) killed (not during rescue attempt),1.0
198804270006,6.0,0.0,0.0,,Unknown,New Caledonia,0.0,,,,,Unknown,
198804290002,2.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198805020009,1.0,0.0,,,Unknown,Colombia,0.0,,,,,Unknown,
198805030018,-99.0,0.0,,,Unknown,Colombia,1.0,0.0,,,,Unknown,
198805030019,1.0,0.0,0.0,6.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805030020,1.0,0.0,0.0,9.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805030021,1.0,0.0,0.0,6.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805030022,1.0,0.0,0.0,6.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805030023,1.0,0.0,0.0,6.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805030025,1.0,0.0,0.0,9.0,Unknown,Colombia,0.0,,,,,Unknown,
198805040004,1.0,0.0,0.0,6.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805040005,1.0,0.0,0.0,6.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805060004,1.0,0.0,0.0,4.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805060005,1.0,0.0,0.0,4.0,Unknown,Colombia,1.0,0.0,,,,Hostage(s) released by perpetrators,1.0
198805060006,-99.0,0.0,,,Unknown,Venezuela,1.0,46000.0,,,,Unknown,
